-4.0,-0.10732128916361783
-3.5,-2.324698970748115
-3.0,6.888796223340392
-2.5,0.7395843614280423
-2.0,-0.45417299978980563
-1.5,-0.9971877799511302
-1.0,-1.4833293810723838
-0.5,-2.3071885449851868
0.0,NaN
0.5,47.0864402065173
1.0,NaN
1.5,0.0011084556934811227
2.0,9.837369077375988E-7
2.5,0.005140201391331665
3.0,0.10310386826722351
3.5,0.5415578616233631
4.0,1.665288816668709
4.5,4.136306676210494
5.0,8.006015373256595
5.5,13.651498542259578
6.0,22.4676201778747
6.5,33.00413239569435
7.0,45.98254576793075
7.5,61.424989609705456
8.0,83.18117437900375
8.5,105.0781447040939
9.0,129.64714652121535
9.5,156.79407103870048
NaN,NaN
